trigger,match_type,promote_url,previous_promote_url,source,target_current_rank,current_top_result,priority,promotion_needed,disambiguated,url_level_original,rule_applied,change_note
fashion studies major,exact,https://www.arizona.edu/degree-search/majors/applied-humanities-fashion-studies-emphasis,https://www.arizona.edu/degree-search/majors/applied-humanities-fashion-studies-emphasis,ahrefs,14,https://www.arizona.edu/degree-search,"P2 target present, buried",yes,,EMPHASIS,Rule 2 — specific entity (kept),
film and television,exact,https://www.arizona.edu/degree-search,https://www.arizona.edu/degree-search/majors/film-and-television-bfa,ahrefs,11,https://cfa.arizona.edu/,"P2 target present, buried",yes,,UG,Rule 1 — generic term → DS home,was: https://www.arizona.edu/degree-search/majors/film-and-television-bfa
film and tv degree,exact,https://www.arizona.edu/degree-search/majors/film-and-television-ba,https://www.arizona.edu/degree-search/majors/film-and-television-ba,ahrefs,absent,https://www.arizona.edu/degree-search,"P2 relevant buried, target absent",yes,,UG,Rule 2 — specific entity (kept),
finance,exact,https://www.arizona.edu/degree-search,https://www.arizona.edu/degree-search/majors/finance,metadata,absent,https://eller.arizona.edu/,"P2 relevant buried, target absent",yes,,BASE,Rule 1 — generic term → DS home,was: https://www.arizona.edu/degree-search/majors/finance
finance ms,exact,https://www.arizona.edu/degree-search/majors/finance-ms,https://www.arizona.edu/degree-search/majors/finance-ms,metadata,absent,https://eller.arizona.edu/,"P2 relevant buried, target absent",yes,yes,GRAD,Rule 2 — specific entity (kept),
financial therapy,exact,https://www.arizona.edu/degree-search,https://www.arizona.edu/degree-search/majors/financial-therapy,metadata,3,https://caps.arizona.edu/,"P2 target present, buried",yes,,BASE,Rule 1 — generic term → DS home,was: https://www.arizona.edu/degree-search/majors/financial-therapy
fine art photography degree,exact,https://www.arizona.edu/degree-search/majors/studio-art-photography-video-and-imaging-emphasis,https://www.arizona.edu/degree-search/majors/studio-art-photography-video-and-imaging-emphasis,ahrefs,19,https://cfa.arizona.edu/,"P2 target present, buried",yes,,EMPHASIS,Rule 2 — specific entity (kept),
fish degree,exact,https://www.arizona.edu/degree-search/majors/natural-resources-fisheries-conservation-and-management-emphasis,https://www.arizona.edu/degree-search/majors/natural-resources-fisheries-conservation-and-management-emphasis,ahrefs,absent,https://www.arizona.edu/degree-search,P1 all results off-topic,yes,,EMPHASIS,Rule 2 — specific entity (kept),
flute performance,exact,https://www.arizona.edu/degree-search/majors/performance-flute-emphasis,https://www.arizona.edu/degree-search/majors/performance-flute-emphasis,metadata,1,https://www.arizona.edu/degree-search/majors/performance-flute-emphasis,P0 already #1,no (already #1),,EMPHASIS,Rule 2 — specific entity (kept),
food safety,exact,https://www.arizona.edu/degree-search,https://www.arizona.edu/degree-search/majors/food-safety,metadata,absent,https://union.arizona.edu/,"P2 relevant buried, target absent",yes,,BASE,Rule 1 — generic term → DS home,was: https://www.arizona.edu/degree-search/majors/food-safety
food studies degree,exact,https://www.arizona.edu/degree-search,https://www.arizona.edu/degree-search/majors/food-studies,ahrefs,absent,https://www.arizona.edu/degree-search,"P2 relevant buried, target absent",yes,,BASE,Rule 1 — generic term → DS home,was: https://www.arizona.edu/degree-search/majors/food-studies
food studies major,exact,https://www.arizona.edu/degree-search,https://www.arizona.edu/degree-search/majors/food-studies,ahrefs,absent,https://union.arizona.edu/,"P2 relevant buried, target absent",yes,,BASE,Rule 1 — generic term → DS home,was: https://www.arizona.edu/degree-search/majors/food-studies
foundations for biomedical science phds serving indigenous cultures,exact,https://www.arizona.edu/degree-search,https://www.arizona.edu/degree-search/majors/foundations-for-biomedical-science-phds-serving-indigenous-cultures,metadata,2,https://science.arizona.edu/,"P2 target present, buried",yes,,BASE,Rule 1 — generic term → DS home,was: https://www.arizona.edu/degree-search/majors/foundations-for-biomedical-science-phds-serving-indigenous-cultures
foundations of data science,exact,https://www.arizona.edu/degree-search,https://www.arizona.edu/degree-search/majors/foundations-of-data-science,metadata,absent,https://infosci.arizona.edu/,"P2 relevant buried, target absent",yes,,BASE,Rule 1 — generic term → DS home,was: https://www.arizona.edu/degree-search/majors/foundations-of-data-science
french,exact,https://www.arizona.edu/degree-search,https://www.arizona.edu/degree-search/majors/french,metadata,absent,https://humanities.arizona.edu/,"P2 relevant buried, target absent",yes,,BASE,Rule 1 — generic term → DS home,was: https://www.arizona.edu/degree-search/majors/french
french francophone studies,exact,https://www.arizona.edu/degree-search/majors/french-french-and-francophone-emphasis,https://www.arizona.edu/degree-search/majors/french-french-and-francophone-emphasis,metadata,14,https://humanities.arizona.edu/,"P2 target present, buried",yes,,EMPHASIS,Rule 2 — specific entity (kept),
french horn performance studies,exact,https://www.arizona.edu/degree-search/majors/performance-french-horn-emphasis,https://www.arizona.edu/degree-search/majors/performance-french-horn-emphasis,metadata,6,https://humanities.arizona.edu/,"P2 target present, buried",yes,,EMPHASIS,Rule 2 — specific entity (kept),
"french language, literature and culture",exact,https://www.arizona.edu/degree-search/majors/french-language-literature-and-cultures-emphasis,https://www.arizona.edu/degree-search/majors/french-language-literature-and-cultures-emphasis,metadata,7,https://humanities.arizona.edu/,"P2 target present, buried",yes,,EMPHASIS,Rule 2 — specific entity (kept),
game design,exact,https://www.arizona.edu/degree-search,https://www.arizona.edu/degree-search/majors/game-design,metadata,4,https://infosci.arizona.edu/,"P2 target present, buried",yes,,BASE,Rule 1 — generic term → DS home,was: https://www.arizona.edu/degree-search/majors/game-design
game design and development,exact,https://www.arizona.edu/degree-search,https://www.arizona.edu/degree-search/majors/game-design-and-development,metadata,absent,https://infosci.arizona.edu/,"P2 relevant buried, target absent",yes,,BASE,Rule 1 — generic term → DS home,was: https://www.arizona.edu/degree-search/majors/game-design-and-development
game development,exact,https://www.arizona.edu/degree-search,https://www.arizona.edu/degree-search/majors/game-development,metadata,6,https://infosci.arizona.edu/,"P2 target present, buried",yes,,BASE,Rule 1 — generic term → DS home,was: https://www.arizona.edu/degree-search/majors/game-development
games and behavior,exact,https://www.arizona.edu/degree-search,https://www.arizona.edu/degree-search/majors/games-and-behavior,metadata,absent,https://sbs.arizona.edu/events/league-legends-and-sexualization-game-characters,"P2 relevant buried, target absent",yes,,BASE,Rule 1 — generic term → DS home,was: https://www.arizona.edu/degree-search/majors/games-and-behavior
gender & women's studies,exact,https://www.arizona.edu/degree-search,https://www.arizona.edu/degree-search/majors/gender-women-s-studies,metadata,absent,https://gws.arizona.edu/gender-womens-studies,"P2 relevant buried, target absent",yes,,BASE,Rule 1 — generic term → DS home,was: https://www.arizona.edu/degree-search/majors/gender-women-s-studies
gender & women's studies s studies,exact,https://www.arizona.edu/degree-search/majors/doctor-of-philosophy-in-gender-women-s-studies,https://www.arizona.edu/degree-search/majors/doctor-of-philosophy-in-gender-women-s-studies,metadata,absent,https://gws.arizona.edu/gender-womens-studies,"P2 relevant buried, target absent",yes,yes,PHD,Rule 2 — specific entity (kept),
gender & women's studies studies,exact,https://www.arizona.edu/degree-search/majors/master-of-arts-in-gender-women-s-studies,https://www.arizona.edu/degree-search/majors/master-of-arts-in-gender-women-s-studies,metadata,absent,https://gws.arizona.edu/gender-womens-studies,"P2 relevant buried, target absent",yes,yes,GRAD,Rule 2 — specific entity (kept),
gender women s studies chicana and latina studies,exact,https://www.arizona.edu/degree-search/majors/gender-women-s-studies-chicana-and-latina-studies-emphasis,https://www.arizona.edu/degree-search/majors/gender-women-s-studies-chicana-and-latina-studies-emphasis,metadata,absent,https://gws.arizona.edu/chicanalatina-studies-requirements,"P2 relevant buried, target absent",yes,,EMPHASIS,Rule 2 — specific entity (kept),
gender-based violence,exact,https://www.arizona.edu/degree-search,https://www.arizona.edu/degree-search/majors/gender-based-violence,metadata,5,https://education.arizona.edu/news/gender-based-violence-conference,"P2 target present, buried",yes,,BASE,Rule 1 — generic term → DS home,was: https://www.arizona.edu/degree-search/majors/gender-based-violence
general microbiology,exact,https://www.arizona.edu/degree-search/majors/microbiology-general-microbiology-emphasis,https://www.arizona.edu/degree-search/majors/microbiology-general-microbiology-emphasis,ahrefs,1,https://www.arizona.edu/degree-search/majors/microbiology-general-microbiology-emphasis,P0 already #1,no (already #1),,EMPHASIS,Rule 2 — specific entity (kept),
general studies arts media and entertainment,exact,https://www.arizona.edu/degree-search/majors/general-studies-arts-media-and-entertainment-emphasis,https://www.arizona.edu/degree-search/majors/general-studies-arts-media-and-entertainment-emphasis,metadata,absent,https://www.arizona.edu/degree-search/majors/interdisciplinary-studies-arts-media-and-entertainment-emphasis-ba,"P2 relevant buried, target absent",yes,,EMPHASIS,Rule 2 — specific entity (kept),
general studies economy and industry,exact,https://www.arizona.edu/degree-search/majors/general-studies-economy-and-industry-emphasis,https://www.arizona.edu/degree-search/majors/general-studies-economy-and-industry-emphasis,metadata,absent,https://online.arizona.edu/programs/undergraduate/online-bachelor-arts-economy-and-industry-interdisciplinary-studies-ids,"P2 relevant buried, target absent",yes,,EMPHASIS,Rule 2 — specific entity (kept),
general studies global and intercultural understanding,exact,https://www.arizona.edu/degree-search/majors/general-studies-global-and-intercultural-understanding-emphasis,https://www.arizona.edu/degree-search/majors/general-studies-global-and-intercultural-understanding-emphasis,metadata,absent,https://international.arizona.edu/study-abroad,"P2 relevant buried, target absent",yes,,EMPHASIS,Rule 2 — specific entity (kept),
general studies science technology health and society,exact,https://www.arizona.edu/degree-search/majors/general-studies-science-technology-health-and-society-emphasis,https://www.arizona.edu/degree-search/majors/general-studies-science-technology-health-and-society-emphasis,metadata,absent,https://health.arizona.edu/,"P2 relevant buried, target absent",yes,,EMPHASIS,Rule 2 — specific entity (kept),
general studies social behavior and human understanding,exact,https://www.arizona.edu/degree-search/majors/general-studies-social-behavior-and-human-understanding-emphasis,https://www.arizona.edu/degree-search/majors/general-studies-social-behavior-and-human-understanding-emphasis,metadata,absent,https://online.arizona.edu/programs/undergraduate/online-bachelor-arts-social-behavior-and-human-understanding,"P2 relevant buried, target absent",yes,,EMPHASIS,Rule 2 — specific entity (kept),
general studies sports and society,exact,https://www.arizona.edu/degree-search/majors/general-studies-sports-and-society-emphasis,https://www.arizona.edu/degree-search/majors/general-studies-sports-and-society-emphasis,metadata,absent,https://arizonawildcats.com/,P1 all results off-topic,yes,,EMPHASIS,Rule 2 — specific entity (kept),
genetic counseling,exact,https://www.arizona.edu/degree-search,https://www.arizona.edu/degree-search/majors/genetic-counseling,metadata,6,https://caps.arizona.edu/,"P2 target present, buried",yes,,BASE,Rule 1 — generic term → DS home,was: https://www.arizona.edu/degree-search/majors/genetic-counseling
genetics,exact,https://www.arizona.edu/degree-search,https://www.arizona.edu/degree-search/majors/genetics-ms,metadata,absent,https://genetics.arizona.edu/curriculum-requirements,"P2 relevant buried, target absent",yes,,GRAD,Rule 1 — generic term → DS home,was: https://www.arizona.edu/degree-search/majors/genetics-ms
